passage,condition,knowledge_cue,tokenized_passage,start,end,first_mention,recent_mention,setup_indices,exit_indices,manipulation_indices,return_indices,query_indices
"Sean is reading a book. When he is done, he puts the book in the box and picks up a sweater from the basket. Then, Anna comes into the room. Sean leaves to get something to eat in the kitchen. While he is away, Anna moves the book to the basket from the box. Sean comes back into the room and wants to read more of his book. Sean thinks the book is in the [MASK].",False Belief,Explicit,"['Sean', 'Ġis', 'Ġreading', 'Ġa', 'Ġbook', '.', 'ĠWhen', 'Ġhe', 'Ġis', 'Ġdone', ',', 'Ġhe', 'Ġputs', 'Ġthe', 'Ġbook', 'Ġin', 'Ġthe', 'Ġbox', 'Ġand', 'Ġpicks', 'Ġup', 'Ġa', 'Ġsweater', 'Ġfrom', 'Ġthe', 'Ġbasket', '.', 'ĠThen', ',', 'ĠAnna', 'Ġcomes', 'Ġinto', 'Ġthe', 'Ġroom', '.', 'ĠSean', 'Ġleaves', 'Ġto', 'Ġget', 'Ġsomething', 'Ġto', 'Ġeat', 'Ġin', 'Ġthe', 'Ġkitchen', '.', 'ĠWhile', 'Ġhe', 'Ġis', 'Ġaway', ',', 'ĠAnna', 'Ġmoves', 'Ġthe', 'Ġbook', 'Ġto', 'Ġthe', 'Ġbasket', 'Ġfrom', 'Ġthe', 'Ġbox', '.', 'ĠSean', 'Ġcomes', 'Ġback', 'Ġinto', 'Ġthe', 'Ġroom', 'Ġand', 'Ġwants', 'Ġto', 'Ġread', 'Ġmore', 'Ġof', 'Ġhis', 'Ġbook', '.', 'ĠSean', 'Ġthinks', 'Ġthe', 'Ġbook', 'Ġis', 'Ġin', 'Ġthe']",box,basket,Start,Start,,,,,
"Sean is reading a book. When he is done, he puts the book in the box and picks up a sweater from the basket. Then, Anna comes into the room. Sean leaves to get something to eat in the kitchen. While he is away, Anna moves the book to the basket from the box. Sean comes back into the room and wants to read more of his book. Sean goes to get the book from the [MASK].",False Belief,Implicit,"['Sean', 'Ġis', 'Ġreading', 'Ġa', 'Ġbook', '.', 'ĠWhen', 'Ġhe', 'Ġis', 'Ġdone', ',', 'Ġhe', 'Ġputs', 'Ġthe', 'Ġbook', 'Ġin', 'Ġthe', 'Ġbox', 'Ġand', 'Ġpicks', 'Ġup', 'Ġa', 'Ġsweater', 'Ġfrom', 'Ġthe', 'Ġbasket', '.', 'ĠThen', ',', 'ĠAnna', 'Ġcomes', 'Ġinto', 'Ġthe', 'Ġroom', '.', 'ĠSean', 'Ġleaves', 'Ġto', 'Ġget', 'Ġsomething', 'Ġto', 'Ġeat', 'Ġin', 'Ġthe', 'Ġkitchen', '.', 'ĠWhile', 'Ġhe', 'Ġis', 'Ġaway', ',', 'ĠAnna', 'Ġmoves', 'Ġthe', 'Ġbook', 'Ġto', 'Ġthe', 'Ġbasket', 'Ġfrom', 'Ġthe', 'Ġbox', '.', 'ĠSean', 'Ġcomes', 'Ġback', 'Ġinto', 'Ġthe', 'Ġroom', 'Ġand', 'Ġwants', 'Ġto', 'Ġread', 'Ġmore', 'Ġof', 'Ġhis', 'Ġbook', '.', 'ĠSean', 'Ġgoes', 'Ġto', 'Ġget', 'Ġthe', 'Ġbook', 'Ġfrom', 'Ġthe']",box,basket,Start,Start,,,,,
"Sean is reading a book. When he is done, he puts the book in the box and picks up a sweater from the basket. Then, Anna comes into the room. Sean watches Anna move the book to the basket from the box. Sean leaves to get something to eat in the kitchen. Sean comes back into the room and wants to read more of his book. Sean thinks the book is in the [MASK].",True Belief,Explicit,"['Sean', 'Ġis', 'Ġreading', 'Ġa', 'Ġbook', '.', 'ĠWhen', 'Ġhe', 'Ġis', 'Ġdone', ',', 'Ġhe', 'Ġputs', 'Ġthe', 'Ġbook', 'Ġin', 'Ġthe', 'Ġbox', 'Ġand', 'Ġpicks', 'Ġup', 'Ġa', 'Ġsweater', 'Ġfrom', 'Ġthe', 'Ġbasket', '.', 'ĠThen', ',', 'ĠAnna', 'Ġcomes', 'Ġinto', 'Ġthe', 'Ġroom', '.', 'ĠSean', 'Ġwatches', 'ĠAnna', 'Ġmove', 'Ġthe', 'Ġbook', 'Ġto', 'Ġthe', 'Ġbasket', 'Ġfrom', 'Ġthe', 'Ġbox', '.', 'ĠSean', 'Ġleaves', 'Ġto', 'Ġget', 'Ġsomething', 'Ġto', 'Ġeat', 'Ġin', 'Ġthe', 'Ġkitchen', '.', 'ĠSean', 'Ġcomes', 'Ġback', 'Ġinto', 'Ġthe', 'Ġroom', 'Ġand', 'Ġwants', 'Ġto', 'Ġread', 'Ġmore', 'Ġof', 'Ġhis', 'Ġbook', '.', 'ĠSean', 'Ġthinks', 'Ġthe', 'Ġbook', 'Ġis', 'Ġin', 'Ġthe']",box,basket,Start,Start,,,,,
"Sean is reading a book. When he is done, he puts the book in the box and picks up a sweater from the basket. Then, Anna comes into the room. Sean watches Anna move the book to the basket from the box. Sean leaves to get something to eat in the kitchen. Sean comes back into the room and wants to read more of his book. Sean goes to get the book from the [MASK].",True Belief,Implicit,"['Sean', 'Ġis', 'Ġreading', 'Ġa', 'Ġbook', '.', 'ĠWhen', 'Ġhe', 'Ġis', 'Ġdone', ',', 'Ġhe', 'Ġputs', 'Ġthe', 'Ġbook', 'Ġin', 'Ġthe', 'Ġbox', 'Ġand', 'Ġpicks', 'Ġup', 'Ġa', 'Ġsweater', 'Ġfrom', 'Ġthe', 'Ġbasket', '.', 'ĠThen', ',', 'ĠAnna', 'Ġcomes', 'Ġinto', 'Ġthe', 'Ġroom', '.', 'ĠSean', 'Ġwatches', 'ĠAnna', 'Ġmove', 'Ġthe', 'Ġbook', 'Ġto', 'Ġthe', 'Ġbasket', 'Ġfrom', 'Ġthe', 'Ġbox', '.', 'ĠSean', 'Ġleaves', 'Ġto', 'Ġget', 'Ġsomething', 'Ġto', 'Ġeat', 'Ġin', 'Ġthe', 'Ġkitchen', '.', 'ĠSean', 'Ġcomes', 'Ġback', 'Ġinto', 'Ġthe', 'Ġroom', 'Ġand', 'Ġwants', 'Ġto', 'Ġread', 'Ġmore', 'Ġof', 'Ġhis', 'Ġbook', '.', 'ĠSean', 'Ġgoes', 'Ġto', 'Ġget', 'Ġthe', 'Ġbook', 'Ġfrom', 'Ġthe']",box,basket,Start,Start,,,,,
"Sean is reading a book. When he is done, he picks up a sweater from the basket and puts the book in the box. Then, Anna comes into the room. Sean leaves to get something to eat in the kitchen. While he is away, Anna moves the book from the box to the basket. Sean comes back into the room and wants to read more of his book. Sean thinks the book is in the [MASK].",False Belief,Explicit,"['Sean', 'Ġis', 'Ġreading', 'Ġa', 'Ġbook', '.', 'ĠWhen', 'Ġhe', 'Ġis', 'Ġdone', ',', 'Ġhe', 'Ġpicks', 'Ġup', 'Ġa', 'Ġsweater', 'Ġfrom', 'Ġthe', 'Ġbasket', 'Ġand', 'Ġputs', 'Ġthe', 'Ġbook', 'Ġin', 'Ġthe', 'Ġbox', '.', 'ĠThen', ',', 'ĠAnna', 'Ġcomes', 'Ġinto', 'Ġthe', 'Ġroom', '.', 'ĠSean', 'Ġleaves', 'Ġto', 'Ġget', 'Ġsomething', 'Ġto', 'Ġeat', 'Ġin', 'Ġthe', 'Ġkitchen', '.', 'ĠWhile', 'Ġhe', 'Ġis', 'Ġaway', ',', 'ĠAnna', 'Ġmoves', 'Ġthe', 'Ġbook', 'Ġfrom', 'Ġthe', 'Ġbox', 'Ġto', 'Ġthe', 'Ġbasket', '.', 'ĠSean', 'Ġcomes', 'Ġback', 'Ġinto', 'Ġthe', 'Ġroom', 'Ġand', 'Ġwants', 'Ġto', 'Ġread', 'Ġmore', 'Ġof', 'Ġhis', 'Ġbook', '.', 'ĠSean', 'Ġthinks', 'Ġthe', 'Ġbook', 'Ġis', 'Ġin', 'Ġthe']",box,basket,End,End,,,,,
"Sean is reading a book. When he is done, he picks up a sweater from the basket and puts the book in the box. Then, Anna comes into the room. Sean leaves to get something to eat in the kitchen. While he is away, Anna moves the book from the box to the basket. Sean comes back into the room and wants to read more of his book. Sean goes to get the book from the [MASK].",False Belief,Implicit,"['Sean', 'Ġis', 'Ġreading', 'Ġa', 'Ġbook', '.', 'ĠWhen', 'Ġhe', 'Ġis', 'Ġdone', ',', 'Ġhe', 'Ġpicks', 'Ġup', 'Ġa', 'Ġsweater', 'Ġfrom', 'Ġthe', 'Ġbasket', 'Ġand', 'Ġputs', 'Ġthe', 'Ġbook', 'Ġin', 'Ġthe', 'Ġbox', '.', 'ĠThen', ',', 'ĠAnna', 'Ġcomes', 'Ġinto', 'Ġthe', 'Ġroom', '.', 'ĠSean', 'Ġleaves', 'Ġto', 'Ġget', 'Ġsomething', 'Ġto', 'Ġeat', 'Ġin', 'Ġthe', 'Ġkitchen', '.', 'ĠWhile', 'Ġhe', 'Ġis', 'Ġaway', ',', 'ĠAnna', 'Ġmoves', 'Ġthe', 'Ġbook', 'Ġfrom', 'Ġthe', 'Ġbox', 'Ġto', 'Ġthe', 'Ġbasket', '.', 'ĠSean', 'Ġcomes', 'Ġback', 'Ġinto', 'Ġthe', 'Ġroom', 'Ġand', 'Ġwants', 'Ġto', 'Ġread', 'Ġmore', 'Ġof', 'Ġhis', 'Ġbook', '.', 'ĠSean', 'Ġgoes', 'Ġto', 'Ġget', 'Ġthe', 'Ġbook', 'Ġfrom', 'Ġthe']",box,basket,End,End,,,,,
"Sean is reading a book. When he is done, he picks up a sweater from the basket and puts the book in the box. Then, Anna comes into the room. Sean watches Anna move the book from the box to the basket. Sean leaves to get something to eat in the kitchen. Sean comes back into the room and wants to read more of his book. Sean thinks the book is in the [MASK].",True Belief,Explicit,"['Sean', 'Ġis', 'Ġreading', 'Ġa', 'Ġbook', '.', 'ĠWhen', 'Ġhe', 'Ġis', 'Ġdone', ',', 'Ġhe', 'Ġpicks', 'Ġup', 'Ġa', 'Ġsweater', 'Ġfrom', 'Ġthe', 'Ġbasket', 'Ġand', 'Ġputs', 'Ġthe', 'Ġbook', 'Ġin', 'Ġthe', 'Ġbox', '.', 'ĠThen', ',', 'ĠAnna', 'Ġcomes', 'Ġinto', 'Ġthe', 'Ġroom', '.', 'ĠSean', 'Ġwatches', 'ĠAnna', 'Ġmove', 'Ġthe', 'Ġbook', 'Ġfrom', 'Ġthe', 'Ġbox', 'Ġto', 'Ġthe', 'Ġbasket', '.', 'ĠSean', 'Ġleaves', 'Ġto', 'Ġget', 'Ġsomething', 'Ġto', 'Ġeat', 'Ġin', 'Ġthe', 'Ġkitchen', '.', 'ĠSean', 'Ġcomes', 'Ġback', 'Ġinto', 'Ġthe', 'Ġroom', 'Ġand', 'Ġwants', 'Ġto', 'Ġread', 'Ġmore', 'Ġof', 'Ġhis', 'Ġbook', '.', 'ĠSean', 'Ġthinks', 'Ġthe', 'Ġbook', 'Ġis', 'Ġin', 'Ġthe']",box,basket,End,End,,,,,
"Sean is reading a book. When he is done, he picks up a sweater from the basket and puts the book in the box. Then, Anna comes into the room. Sean watches Anna move the book from the box to the basket. Sean leaves to get something to eat in the kitchen. Sean comes back into the room and wants to read more of his book. Sean goes to get the book from the [MASK].",True Belief,Implicit,"['Sean', 'Ġis', 'Ġreading', 'Ġa', 'Ġbook', '.', 'ĠWhen', 'Ġhe', 'Ġis', 'Ġdone', ',', 'Ġhe', 'Ġpicks', 'Ġup', 'Ġa', 'Ġsweater', 'Ġfrom', 'Ġthe', 'Ġbasket', 'Ġand', 'Ġputs', 'Ġthe', 'Ġbook', 'Ġin', 'Ġthe', 'Ġbox', '.', 'ĠThen', ',', 'ĠAnna', 'Ġcomes', 'Ġinto', 'Ġthe', 'Ġroom', '.', 'ĠSean', 'Ġwatches', 'ĠAnna', 'Ġmove', 'Ġthe', 'Ġbook', 'Ġfrom', 'Ġthe', 'Ġbox', 'Ġto', 'Ġthe', 'Ġbasket', '.', 'ĠSean', 'Ġleaves', 'Ġto', 'Ġget', 'Ġsomething', 'Ġto', 'Ġeat', 'Ġin', 'Ġthe', 'Ġkitchen', '.', 'ĠSean', 'Ġcomes', 'Ġback', 'Ġinto', 'Ġthe', 'Ġroom', 'Ġand', 'Ġwants', 'Ġto', 'Ġread', 'Ġmore', 'Ġof', 'Ġhis', 'Ġbook', '.', 'ĠSean', 'Ġgoes', 'Ġto', 'Ġget', 'Ġthe', 'Ġbook', 'Ġfrom', 'Ġthe']",box,basket,End,End,,,,,
"Sean is reading a book. When he is done, he picks up a sweater from the basket and puts the book in the box. Then, Anna comes into the room. Sean leaves to get something to eat in the kitchen. While he is away, Anna moves the book to the basket from the box. Sean comes back into the room and wants to read more of his book. Sean thinks the book is in the [MASK].",False Belief,Explicit,"['Sean', 'Ġis', 'Ġreading', 'Ġa', 'Ġbook', '.', 'ĠWhen', 'Ġhe', 'Ġis', 'Ġdone', ',', 'Ġhe', 'Ġpicks', 'Ġup', 'Ġa', 'Ġsweater', 'Ġfrom', 'Ġthe', 'Ġbasket', 'Ġand', 'Ġputs', 'Ġthe', 'Ġbook', 'Ġin', 'Ġthe', 'Ġbox', '.', 'ĠThen', ',', 'ĠAnna', 'Ġcomes', 'Ġinto', 'Ġthe', 'Ġroom', '.', 'ĠSean', 'Ġleaves', 'Ġto', 'Ġget', 'Ġsomething', 'Ġto', 'Ġeat', 'Ġin', 'Ġthe', 'Ġkitchen', '.', 'ĠWhile', 'Ġhe', 'Ġis', 'Ġaway', ',', 'ĠAnna', 'Ġmoves', 'Ġthe', 'Ġbook', 'Ġto', 'Ġthe', 'Ġbasket', 'Ġfrom', 'Ġthe', 'Ġbox', '.', 'ĠSean', 'Ġcomes', 'Ġback', 'Ġinto', 'Ġthe', 'Ġroom', 'Ġand', 'Ġwants', 'Ġto', 'Ġread', 'Ġmore', 'Ġof', 'Ġhis', 'Ġbook', '.', 'ĠSean', 'Ġthinks', 'Ġthe', 'Ġbook', 'Ġis', 'Ġin', 'Ġthe']",box,basket,End,Start,,,,,
"Sean is reading a book. When he is done, he picks up a sweater from the basket and puts the book in the box. Then, Anna comes into the room. Sean leaves to get something to eat in the kitchen. While he is away, Anna moves the book to the basket from the box. Sean comes back into the room and wants to read more of his book. Sean goes to get the book from the [MASK].",False Belief,Implicit,"['Sean', 'Ġis', 'Ġreading', 'Ġa', 'Ġbook', '.', 'ĠWhen', 'Ġhe', 'Ġis', 'Ġdone', ',', 'Ġhe', 'Ġpicks', 'Ġup', 'Ġa', 'Ġsweater', 'Ġfrom', 'Ġthe', 'Ġbasket', 'Ġand', 'Ġputs', 'Ġthe', 'Ġbook', 'Ġin', 'Ġthe', 'Ġbox', '.', 'ĠThen', ',', 'ĠAnna', 'Ġcomes', 'Ġinto', 'Ġthe', 'Ġroom', '.', 'ĠSean', 'Ġleaves', 'Ġto', 'Ġget', 'Ġsomething', 'Ġto', 'Ġeat', 'Ġin', 'Ġthe', 'Ġkitchen', '.', 'ĠWhile', 'Ġhe', 'Ġis', 'Ġaway', ',', 'ĠAnna', 'Ġmoves', 'Ġthe', 'Ġbook', 'Ġto', 'Ġthe', 'Ġbasket', 'Ġfrom', 'Ġthe', 'Ġbox', '.', 'ĠSean', 'Ġcomes', 'Ġback', 'Ġinto', 'Ġthe', 'Ġroom', 'Ġand', 'Ġwants', 'Ġto', 'Ġread', 'Ġmore', 'Ġof', 'Ġhis', 'Ġbook', '.', 'ĠSean', 'Ġgoes', 'Ġto', 'Ġget', 'Ġthe', 'Ġbook', 'Ġfrom', 'Ġthe']",box,basket,End,Start,,,,,
"Sean is reading a book. When he is done, he picks up a sweater from the basket and puts the book in the box. Then, Anna comes into the room. Sean watches Anna move the book to the basket from the box. Sean leaves to get something to eat in the kitchen. Sean comes back into the room and wants to read more of his book. Sean thinks the book is in the [MASK].",True Belief,Explicit,"['Sean', 'Ġis', 'Ġreading', 'Ġa', 'Ġbook', '.', 'ĠWhen', 'Ġhe', 'Ġis', 'Ġdone', ',', 'Ġhe', 'Ġpicks', 'Ġup', 'Ġa', 'Ġsweater', 'Ġfrom', 'Ġthe', 'Ġbasket', 'Ġand', 'Ġputs', 'Ġthe', 'Ġbook', 'Ġin', 'Ġthe', 'Ġbox', '.', 'ĠThen', ',', 'ĠAnna', 'Ġcomes', 'Ġinto', 'Ġthe', 'Ġroom', '.', 'ĠSean', 'Ġwatches', 'ĠAnna', 'Ġmove', 'Ġthe', 'Ġbook', 'Ġto', 'Ġthe', 'Ġbasket', 'Ġfrom', 'Ġthe', 'Ġbox', '.', 'ĠSean', 'Ġleaves', 'Ġto', 'Ġget', 'Ġsomething', 'Ġto', 'Ġeat', 'Ġin', 'Ġthe', 'Ġkitchen', '.', 'ĠSean', 'Ġcomes', 'Ġback', 'Ġinto', 'Ġthe', 'Ġroom', 'Ġand', 'Ġwants', 'Ġto', 'Ġread', 'Ġmore', 'Ġof', 'Ġhis', 'Ġbook', '.', 'ĠSean', 'Ġthinks', 'Ġthe', 'Ġbook', 'Ġis', 'Ġin', 'Ġthe']",box,basket,End,Start,,,,,
"Sean is reading a book. When he is done, he picks up a sweater from the basket and puts the book in the box. Then, Anna comes into the room. Sean watches Anna move the book to the basket from the box. Sean leaves to get something to eat in the kitchen. Sean comes back into the room and wants to read more of his book. Sean goes to get the book from the [MASK].",True Belief,Implicit,"['Sean', 'Ġis', 'Ġreading', 'Ġa', 'Ġbook', '.', 'ĠWhen', 'Ġhe', 'Ġis', 'Ġdone', ',', 'Ġhe', 'Ġpicks', 'Ġup', 'Ġa', 'Ġsweater', 'Ġfrom', 'Ġthe', 'Ġbasket', 'Ġand', 'Ġputs', 'Ġthe', 'Ġbook', 'Ġin', 'Ġthe', 'Ġbox', '.', 'ĠThen', ',', 'ĠAnna', 'Ġcomes', 'Ġinto', 'Ġthe', 'Ġroom', '.', 'ĠSean', 'Ġwatches', 'ĠAnna', 'Ġmove', 'Ġthe', 'Ġbook', 'Ġto', 'Ġthe', 'Ġbasket', 'Ġfrom', 'Ġthe', 'Ġbox', '.', 'ĠSean', 'Ġleaves', 'Ġto', 'Ġget', 'Ġsomething', 'Ġto', 'Ġeat', 'Ġin', 'Ġthe', 'Ġkitchen', '.', 'ĠSean', 'Ġcomes', 'Ġback', 'Ġinto', 'Ġthe', 'Ġroom', 'Ġand', 'Ġwants', 'Ġto', 'Ġread', 'Ġmore', 'Ġof', 'Ġhis', 'Ġbook', '.', 'ĠSean', 'Ġgoes', 'Ġto', 'Ġget', 'Ġthe', 'Ġbook', 'Ġfrom', 'Ġthe']",box,basket,End,Start,,,,,
"Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she puts the jam away in the cupboard and gets a soda out of the fridge. Then, James walks into the kitchen. Mary goes out of the kitchen to get something from her room. While she is away, James moves the jam out of the cupboard and into the fridge. Mary comes back into the kitchen and decides to make another sandwich. Mary thinks the jam is in the [MASK].",False Belief,Explicit,"['Mary', 'Ġis', 'Ġfeeling', 'Ġhungry', 'Ġand', 'Ġdecides', 'Ġto', 'Ġmake', 'Ġa', 'Ġsandwich', '.', 'ĠShe', 'Ġgets', 'Ġout', 'Ġthe', 'Ġjam', 'Ġand', 'Ġputs', 'Ġsome', 'Ġon', 'Ġher', 'Ġsandwich', '.', 'ĠWhen', 'Ġshe', 'Ġhas', 'Ġfinished', 'Ġeating', ',', 'Ġshe', 'Ġputs', 'Ġthe', 'Ġjam', 'Ġaway', 'Ġin', 'Ġthe', 'Ġcupboard', 'Ġand', 'Ġgets', 'Ġa', 'Ġsoda', 'Ġout', 'Ġof', 'Ġthe', 'Ġfridge', '.', 'ĠThen', ',', 'ĠJames', 'Ġwalks', 'Ġinto', 'Ġthe', 'Ġkitchen', '.', 'ĠMary', 'Ġgoes', 'Ġout', 'Ġof', 'Ġthe', 'Ġkitchen', 'Ġto', 'Ġget', 'Ġsomething', 'Ġfrom', 'Ġher', 'Ġroom', '.', 'ĠWhile', 'Ġshe', 'Ġis', 'Ġaway', ',', 'ĠJames', 'Ġmoves', 'Ġthe', 'Ġjam', 'Ġout', 'Ġof', 'Ġthe', 'Ġcupboard', 'Ġand', 'Ġinto', 'Ġthe', 'Ġfridge', '.', 'ĠMary', 'Ġcomes', 'Ġback', 'Ġinto', 'Ġthe', 'Ġkitchen', 'Ġand', 'Ġdecides', 'Ġto', 'Ġmake', 'Ġanother', 'Ġsandwich', '.', 'ĠMary', 'Ġthinks', 'Ġthe', 'Ġjam', 'Ġis', 'Ġin', 'Ġthe']",cupboard,fridge,Start,End,,,,,
"Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she puts the jam away in the cupboard and gets a soda out of the fridge. Then, James walks into the kitchen. Mary goes out of the kitchen to get something from her room. While she is away, James moves the jam out of the cupboard and into the fridge. Mary comes back into the kitchen and decides to make another sandwich. Mary goes to get the jam from the [MASK].",False Belief,Implicit,"['Mary', 'Ġis', 'Ġfeeling', 'Ġhungry', 'Ġand', 'Ġdecides', 'Ġto', 'Ġmake', 'Ġa', 'Ġsandwich', '.', 'ĠShe', 'Ġgets', 'Ġout', 'Ġthe', 'Ġjam', 'Ġand', 'Ġputs', 'Ġsome', 'Ġon', 'Ġher', 'Ġsandwich', '.', 'ĠWhen', 'Ġshe', 'Ġhas', 'Ġfinished', 'Ġeating', ',', 'Ġshe', 'Ġputs', 'Ġthe', 'Ġjam', 'Ġaway', 'Ġin', 'Ġthe', 'Ġcupboard', 'Ġand', 'Ġgets', 'Ġa', 'Ġsoda', 'Ġout', 'Ġof', 'Ġthe', 'Ġfridge', '.', 'ĠThen', ',', 'ĠJames', 'Ġwalks', 'Ġinto', 'Ġthe', 'Ġkitchen', '.', 'ĠMary', 'Ġgoes', 'Ġout', 'Ġof', 'Ġthe', 'Ġkitchen', 'Ġto', 'Ġget', 'Ġsomething', 'Ġfrom', 'Ġher', 'Ġroom', '.', 'ĠWhile', 'Ġshe', 'Ġis', 'Ġaway', ',', 'ĠJames', 'Ġmoves', 'Ġthe', 'Ġjam', 'Ġout', 'Ġof', 'Ġthe', 'Ġcupboard', 'Ġand', 'Ġinto', 'Ġthe', 'Ġfridge', '.', 'ĠMary', 'Ġcomes', 'Ġback', 'Ġinto', 'Ġthe', 'Ġkitchen', 'Ġand', 'Ġdecides', 'Ġto', 'Ġmake', 'Ġanother', 'Ġsandwich', '.', 'ĠMary', 'Ġgoes', 'Ġto', 'Ġget', 'Ġthe', 'Ġjam', 'Ġfrom', 'Ġthe']",cupboard,fridge,Start,End,,,,,
"Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she puts the jam away in the cupboard and gets a soda out of the fridge. Then, James walks into the kitchen. Mary watches James move the jam out of the cupboard and into the fridge. Mary goes out of the kitchen to get something from her room. Mary comes back into the kitchen and decides to make another sandwich. Mary thinks the jam is in the [MASK].",True Belief,Explicit,"['Mary', 'Ġis', 'Ġfeeling', 'Ġhungry', 'Ġand', 'Ġdecides', 'Ġto', 'Ġmake', 'Ġa', 'Ġsandwich', '.', 'ĠShe', 'Ġgets', 'Ġout', 'Ġthe', 'Ġjam', 'Ġand', 'Ġputs', 'Ġsome', 'Ġon', 'Ġher', 'Ġsandwich', '.', 'ĠWhen', 'Ġshe', 'Ġhas', 'Ġfinished', 'Ġeating', ',', 'Ġshe', 'Ġputs', 'Ġthe', 'Ġjam', 'Ġaway', 'Ġin', 'Ġthe', 'Ġcupboard', 'Ġand', 'Ġgets', 'Ġa', 'Ġsoda', 'Ġout', 'Ġof', 'Ġthe', 'Ġfridge', '.', 'ĠThen', ',', 'ĠJames', 'Ġwalks', 'Ġinto', 'Ġthe', 'Ġkitchen', '.', 'ĠMary', 'Ġwatches', 'ĠJames', 'Ġmove', 'Ġthe', 'Ġjam', 'Ġout', 'Ġof', 'Ġthe', 'Ġcupboard', 'Ġand', 'Ġinto', 'Ġthe', 'Ġfridge', '.', 'ĠMary', 'Ġgoes', 'Ġout', 'Ġof', 'Ġthe', 'Ġkitchen', 'Ġto', 'Ġget', 'Ġsomething', 'Ġfrom', 'Ġher', 'Ġroom', '.', 'ĠMary', 'Ġcomes', 'Ġback', 'Ġinto', 'Ġthe', 'Ġkitchen', 'Ġand', 'Ġdecides', 'Ġto', 'Ġmake', 'Ġanother', 'Ġsandwich', '.', 'ĠMary', 'Ġthinks', 'Ġthe', 'Ġjam', 'Ġis', 'Ġin', 'Ġthe']",cupboard,fridge,Start,End,,,,,
"Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she puts the jam away in the cupboard and gets a soda out of the fridge. Then, James walks into the kitchen. Mary watches James move the jam out of the cupboard and into the fridge. Mary goes out of the kitchen to get something from her room. Mary comes back into the kitchen and decides to make another sandwich. Mary goes to get the jam from the [MASK].",True Belief,Implicit,"['Mary', 'Ġis', 'Ġfeeling', 'Ġhungry', 'Ġand', 'Ġdecides', 'Ġto', 'Ġmake', 'Ġa', 'Ġsandwich', '.', 'ĠShe', 'Ġgets', 'Ġout', 'Ġthe', 'Ġjam', 'Ġand', 'Ġputs', 'Ġsome', 'Ġon', 'Ġher', 'Ġsandwich', '.', 'ĠWhen', 'Ġshe', 'Ġhas', 'Ġfinished', 'Ġeating', ',', 'Ġshe', 'Ġputs', 'Ġthe', 'Ġjam', 'Ġaway', 'Ġin', 'Ġthe', 'Ġcupboard', 'Ġand', 'Ġgets', 'Ġa', 'Ġsoda', 'Ġout', 'Ġof', 'Ġthe', 'Ġfridge', '.', 'ĠThen', ',', 'ĠJames', 'Ġwalks', 'Ġinto', 'Ġthe', 'Ġkitchen', '.', 'ĠMary', 'Ġwatches', 'ĠJames', 'Ġmove', 'Ġthe', 'Ġjam', 'Ġout', 'Ġof', 'Ġthe', 'Ġcupboard', 'Ġand', 'Ġinto', 'Ġthe', 'Ġfridge', '.', 'ĠMary', 'Ġgoes', 'Ġout', 'Ġof', 'Ġthe', 'Ġkitchen', 'Ġto', 'Ġget', 'Ġsomething', 'Ġfrom', 'Ġher', 'Ġroom', '.', 'ĠMary', 'Ġcomes', 'Ġback', 'Ġinto', 'Ġthe', 'Ġkitchen', 'Ġand', 'Ġdecides', 'Ġto', 'Ġmake', 'Ġanother', 'Ġsandwich', '.', 'ĠMary', 'Ġgoes', 'Ġto', 'Ġget', 'Ġthe', 'Ġjam', 'Ġfrom', 'Ġthe']",cupboard,fridge,Start,End,,,,,
