layer,correct_prob,distractor_prob,log_odds,is_correct,item,item_id,condition,knowledge_cue,first_mention,recent_mention,question_id,question,correct_answer,distractor_answer,model_path,model_shorthand,n_layers,revision,stage,ingredient,step,tokens_seen
36,0.9094316492980782,2.247948230691322e-05,15.304068780723703,True,7,7_fb_1_s_s_im,False Belief,Implicit,Start,Start,4,The person who put the wine in the fridge was,Marta,David,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
37,0.9857991364393318,3.3401187727830765e-05,14.849106691705206,True,7,7_fb_1_s_s_im,False Belief,Implicit,Start,Start,4,The person who put the wine in the fridge was,Marta,David,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
38,0.5491116711709361,0.023376654010156653,4.553959224268405,True,7,7_fb_1_s_s_im,False Belief,Implicit,Start,Start,4,The person who put the wine in the fridge was,Marta,David,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
39,0.3041422333074378,0.03404727225265923,3.159135039124477,True,7,7_fb_1_s_s_im,False Belief,Implicit,Start,Start,4,The person who put the wine in the fridge was,Marta,David,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
40,0.37323733169559903,0.05754686000852908,2.6972841773982963,True,7,7_fb_1_s_s_im,False Belief,Implicit,Start,Start,4,The person who put the wine in the fridge was,Marta,David,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
0,7.610050006895668e-07,5.887215218055316e-06,-2.951607529943729,False,7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,1,"At the start of the story, the wine was in the",garage,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
1,1.876704594296915e-06,1.713302683264411e-05,-3.1905065664654457,False,7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,1,"At the start of the story, the wine was in the",garage,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
2,2.149511221372956e-06,1.951394280222873e-05,-3.1824247577361007,False,7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,1,"At the start of the story, the wine was in the",garage,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
3,1.5825116523106955e-07,2.7207724917433568e-05,-7.425656392189695,False,7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,1,"At the start of the story, the wine was in the",garage,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
4,5.444589116305567e-07,5.805820245720597e-05,-6.7365329170720765,False,7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,1,"At the start of the story, the wine was in the",garage,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
5,1.841808739099967e-06,8.981971097869478e-05,-5.607836920822394,False,7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,1,"At the start of the story, the wine was in the",garage,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
6,1.478390248330212e-06,0.000198494950819838,-7.068931353631264,False,7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,1,"At the start of the story, the wine was in the",garage,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
7,8.809079628155721e-06,0.00039347493008624163,-5.4811366140011595,False,7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,1,"At the start of the story, the wine was in the",garage,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
8,2.7745222370749892e-05,6.322300526592588e-05,-1.188210248615455,False,7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,1,"At the start of the story, the wine was in the",garage,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
9,2.9001844006212215e-06,4.992968567443199e-05,-4.105681286154727,False,7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,1,"At the start of the story, the wine was in the",garage,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
10,7.3179031244896526e-06,1.1506443024970805e-05,-0.6529397012372911,False,7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,1,"At the start of the story, the wine was in the",garage,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
11,5.310257615430644e-06,5.997945116798299e-06,-0.1756864692317901,False,7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,1,"At the start of the story, the wine was in the",garage,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
12,3.856734723195556e-06,1.8588725161281645e-06,1.052952085087287,True,7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,1,"At the start of the story, the wine was in the",garage,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
13,9.527666123614286e-06,1.2749681431190906e-05,-0.42026643667680746,False,7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,1,"At the start of the story, the wine was in the",garage,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
14,2.533631083516061e-05,1.0851412672150827e-05,1.223323602476813,True,7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,1,"At the start of the story, the wine was in the",garage,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
15,1.7983705427040248e-05,6.104210888230497e-06,1.558813599167911,True,7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,1,"At the start of the story, the wine was in the",garage,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
16,6.32733709373451e-05,7.050221287430204e-06,3.1658580129437883,True,7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,1,"At the start of the story, the wine was in the",garage,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
17,0.00021091385386298508,0.00015592280376164458,0.4358219234820469,True,7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,1,"At the start of the story, the wine was in the",garage,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
18,0.0036501969028001776,0.0035066176043517024,0.05789417579464542,True,7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,1,"At the start of the story, the wine was in the",garage,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
19,0.0007532657346559223,0.01113706993667655,-3.886067008239558,False,7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,1,"At the start of the story, the wine was in the",garage,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
20,0.0019392003458544977,0.01795484872172531,-3.210839731311654,False,7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,1,"At the start of the story, the wine was in the",garage,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
21,0.0014968581984351153,0.2312950981455577,-7.271653323596037,False,7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,1,"At the start of the story, the wine was in the",garage,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
22,0.0015345070799010355,0.055694685465009997,-5.181692461104397,False,7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,1,"At the start of the story, the wine was in the",garage,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
23,0.004710187992864857,0.2777521126575499,-5.88186943317562,False,7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,1,"At the start of the story, the wine was in the",garage,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
24,0.0023718579449827307,0.7948505932658722,-8.388522287924197,False,7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,1,"At the start of the story, the wine was in the",garage,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
25,0.012343535395234763,0.6663221693017656,-5.754392323716101,False,7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,1,"At the start of the story, the wine was in the",garage,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
26,0.004545280711480911,0.6748980327140327,-7.21415634173356,False,7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,1,"At the start of the story, the wine was in the",garage,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
27,0.0071292811889328315,0.6990695677362335,-6.6155355979491155,False,7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,1,"At the start of the story, the wine was in the",garage,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
28,0.8552493452888191,0.11886031722677044,2.8470779580996775,True,7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,1,"At the start of the story, the wine was in the",garage,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
29,0.9992741942589954,0.0005381373790933176,10.858690362959821,True,7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,1,"At the start of the story, the wine was in the",garage,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
30,0.9989564419413901,0.0009844583183011297,9.986875933307157,True,7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,1,"At the start of the story, the wine was in the",garage,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
31,0.9828386891089193,0.016939762305674216,5.858469113610552,True,7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,1,"At the start of the story, the wine was in the",garage,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
32,0.5048627345356519,0.49375676637218896,0.032090672781118434,True,7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,1,"At the start of the story, the wine was in the",garage,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
33,0.6099547043598949,0.38873341776980136,0.6499209757580215,True,7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,1,"At the start of the story, the wine was in the",garage,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
34,0.6136225335236005,0.3842801836587183,0.6751928803977312,True,7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,1,"At the start of the story, the wine was in the",garage,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
35,0.08806774983800753,0.9098944690443129,-3.369013518924639,False,7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,1,"At the start of the story, the wine was in the",garage,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
36,0.6881778442402335,0.3108292263282312,1.1466592831626632,True,7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,1,"At the start of the story, the wine was in the",garage,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
37,0.555722898905389,0.4411442340493288,0.3331152602479846,True,7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,1,"At the start of the story, the wine was in the",garage,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
38,0.5690632574149107,0.4233159610319773,0.426854146126782,True,7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,1,"At the start of the story, the wine was in the",garage,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
39,0.3510089960290891,0.6243480943660179,-0.8308425968820754,False,7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,1,"At the start of the story, the wine was in the",garage,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
40,0.5114197223350344,0.4700759520629404,0.12161391992196678,True,7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,1,"At the start of the story, the wine was in the",garage,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
0,5.887215218055316e-06,7.610050006895668e-07,2.951607529943729,True,7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,2,"At the end of the story, the wine was in the",fridge,garage,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
1,1.741732764151915e-05,1.8712644498732803e-06,3.218437924826773,True,7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,2,"At the end of the story, the wine was in the",fridge,garage,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
2,1.9852722266699207e-05,2.1374261143369448e-06,3.215390392253484,True,7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,2,"At the end of the story, the wine was in the",fridge,garage,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
3,2.702754924821963e-05,1.5551150875156178e-07,7.441265537582003,True,7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,2,"At the end of the story, the wine was in the",fridge,garage,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
4,6.173748199531413e-05,4.711696939139045e-07,7.033756086015596,True,7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,2,"At the end of the story, the wine was in the",fridge,garage,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
5,0.00010956821423938581,1.7718499203701027e-06,5.950429113063523,True,7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,2,"At the end of the story, the wine was in the",fridge,garage,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
6,0.0002655611386718631,3.043268229243846e-06,6.447278736238935,True,7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,2,"At the end of the story, the wine was in the",fridge,garage,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
7,0.0004058929664836503,7.72688031067143e-06,5.715069479496562,True,7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,2,"At the end of the story, the wine was in the",fridge,garage,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
8,9.528506947234202e-05,1.5911163779462527e-05,2.5822108096697263,True,7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,2,"At the end of the story, the wine was in the",fridge,garage,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
9,4.552783500213076e-05,2.9408423651278674e-06,3.952447495958378,True,7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,2,"At the end of the story, the wine was in the",fridge,garage,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
10,1.1875795909397246e-05,4.425050131126194e-06,1.4242585007164703,True,7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,2,"At the end of the story, the wine was in the",fridge,garage,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
11,6.518169225597201e-06,5.599765504669306e-06,0.21910039375439047,True,7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,2,"At the end of the story, the wine was in the",fridge,garage,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
12,5.227331447131205e-06,2.342433567720583e-06,1.1580665054334287,True,7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,2,"At the end of the story, the wine was in the",fridge,garage,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
13,3.3440263393180196e-05,2.2224739911565716e-06,3.9113477699857877,True,7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,2,"At the end of the story, the wine was in the",fridge,garage,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
14,6.649312375546713e-05,1.7818961385455367e-05,1.899791906213343,True,7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,2,"At the end of the story, the wine was in the",fridge,garage,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
15,0.00011917792232418214,4.834821103909216e-05,1.3015825879254257,True,7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,2,"At the end of the story, the wine was in the",fridge,garage,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
16,0.00011012794191891293,0.00012310054258259087,-0.1606565614075877,False,7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,2,"At the end of the story, the wine was in the",fridge,garage,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
17,0.0010033203762748572,0.00038247860786784976,1.3913313903128803,True,7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,2,"At the end of the story, the wine was in the",fridge,garage,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
18,0.017843782358500256,0.007162650403887043,1.3168560231832498,True,7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,2,"At the end of the story, the wine was in the",fridge,garage,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
19,0.03989518330793705,0.0026423763316137496,3.916306717740766,True,7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,2,"At the end of the story, the wine was in the",fridge,garage,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
20,0.05756475398371981,0.0027244492867532616,4.401149200163541,True,7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,2,"At the end of the story, the wine was in the",fridge,garage,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
21,0.4915229618595259,0.0011990166583206354,8.67926330176971,True,7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,2,"At the end of the story, the wine was in the",fridge,garage,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
22,0.31298164806478457,0.00476469678559677,6.037549848563144,True,7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,2,"At the end of the story, the wine was in the",fridge,garage,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
23,0.506042248557305,0.006631422797870712,6.253795588287187,True,7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,2,"At the end of the story, the wine was in the",fridge,garage,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
